Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
CT6,CO,18/03/2010 20:45,0.20000,ppm,R
CT6,CO,18/03/2010 21:00,0.30000,ppm,R
CT6,CO,18/03/2010 21:15,0.20000,ppm,R
CT6,CO,18/03/2010 21:30,0.30000,ppm,R
CT6,CO,18/03/2010 21:45,0.40000,ppm,R
CT6,CO,18/03/2010 22:00,0.30000,ppm,R
CT6,CO,18/03/2010 22:15,0.20000,ppm,R
CT6,CO,18/03/2010 22:30,0.30000,ppm,R
CT6,CO,18/03/2010 22:45,0.20000,ppm,R
CT6,CO,18/03/2010 23:00,0.10000,ppm,R
CT6,CO,18/03/2010 23:15,0.10000,ppm,R
CT6,CO,18/03/2010 23:30,0.10000,ppm,R
CT6,CO,18/03/2010 23:45,0.10000,ppm,R
CT6,CO,19/03/2010 00:00,0.10000,ppm,R
CT6,CO,19/03/2010 00:15,0.10000,ppm,R
CT6,CO,19/03/2010 00:30,0.10000,ppm,R
CT6,CO,19/03/2010 00:45,,ppm,R
CT6,CO,19/03/2010 01:00,,ppm,R
CT6,CO,19/03/2010 01:15,0.10000,ppm,R
CT6,CO,19/03/2010 01:30,0.10000,ppm,R
CT6,CO,19/03/2010 01:45,0.10000,ppm,R
CT6,CO,19/03/2010 02:00,0.10000,ppm,R
CT6,CO,19/03/2010 02:15,0.10000,ppm,R
CT6,CO,19/03/2010 02:30,0.10000,ppm,R
CT6,CO,19/03/2010 02:45,0.10000,ppm,R
CT6,CO,19/03/2010 03:00,0.10000,ppm,R
CT6,CO,19/03/2010 03:15,0.10000,ppm,R
CT6,CO,19/03/2010 03:30,0.10000,ppm,R
CT6,CO,19/03/2010 03:45,0.10000,ppm,R
CT6,CO,19/03/2010 04:00,0.10000,ppm,R
CT6,CO,19/03/2010 04:15,0.10000,ppm,R
CT6,CO,19/03/2010 04:30,0.10000,ppm,R
CT6,CO,19/03/2010 04:45,0.10000,ppm,R
CT6,CO,19/03/2010 05:00,0.10000,ppm,R
CT6,CO,19/03/2010 05:15,0.10000,ppm,R
CT6,CO,19/03/2010 05:30,0.10000,ppm,R
CT6,CO,19/03/2010 05:45,0.20000,ppm,R
CT6,CO,19/03/2010 06:00,0.20000,ppm,R
CT6,CO,19/03/2010 06:15,0.20000,ppm,R
CT6,CO,19/03/2010 06:30,0.60000,ppm,R
CT6,CO,19/03/2010 06:45,0.70000,ppm,R
CT6,CO,19/03/2010 07:00,1.10000,ppm,R
CT6,CO,19/03/2010 07:15,0.90000,ppm,R
CT6,CO,19/03/2010 07:30,1.00000,ppm,R
CT6,CO,19/03/2010 07:45,0.70000,ppm,R
CT6,CO,19/03/2010 08:00,0.80000,ppm,R
CT6,CO,19/03/2010 08:15,1.00000,ppm,R
CT6,CO,19/03/2010 08:30,1.00000,ppm,R
CT6,CO,19/03/2010 08:45,1.00000,ppm,R
CT6,CO,19/03/2010 09:00,1.00000,ppm,R
CT6,CO,19/03/2010 09:15,0.50000,ppm,R
CT6,CO,19/03/2010 09:30,0.70000,ppm,R
CT6,CO,19/03/2010 09:45,0.50000,ppm,R
CT6,CO,19/03/2010 10:00,0.70000,ppm,R
CT6,CO,19/03/2010 10:15,0.50000,ppm,R
CT6,CO,19/03/2010 10:30,0.90000,ppm,R
CT6,CO,19/03/2010 10:45,0.50000,ppm,R
CT6,CO,19/03/2010 11:00,0.60000,ppm,R
CT6,CO,19/03/2010 11:15,0.90000,ppm,R
CT6,CO,19/03/2010 11:30,0.40000,ppm,R
CT6,CO,19/03/2010 11:45,0.60000,ppm,R
CT6,CO,19/03/2010 12:00,0.50000,ppm,R
CT6,CO,19/03/2010 12:15,0.50000,ppm,R
CT6,CO,19/03/2010 12:30,0.60000,ppm,R
CT6,CO,19/03/2010 12:45,0.40000,ppm,R
CT6,CO,19/03/2010 13:00,0.40000,ppm,R
CT6,CO,19/03/2010 13:15,0.40000,ppm,R
CT6,CO,19/03/2010 13:30,0.40000,ppm,R
CT6,CO,19/03/2010 13:45,0.70000,ppm,R
CT6,CO,19/03/2010 14:00,0.30000,ppm,R
CT6,CO,19/03/2010 14:15,0.20000,ppm,R
CT6,CO,19/03/2010 14:30,0.20000,ppm,R
CT6,CO,19/03/2010 14:45,0.60000,ppm,R
CT6,CO,19/03/2010 15:00,0.50000,ppm,R
CT6,CO,19/03/2010 15:15,0.50000,ppm,R
CT6,CO,19/03/2010 15:30,0.70000,ppm,R
CT6,CO,19/03/2010 15:45,0.60000,ppm,R
CT6,CO,19/03/2010 16:00,0.80000,ppm,R
CT6,CO,19/03/2010 16:15,1.30000,ppm,R
CT6,CO,19/03/2010 16:30,1.10000,ppm,R
CT6,CO,19/03/2010 16:45,1.20000,ppm,R
CT6,CO,19/03/2010 17:00,1.80000,ppm,R
CT6,CO,19/03/2010 17:15,1.70000,ppm,R
CT6,CO,19/03/2010 17:30,1.30000,ppm,R
CT6,CO,19/03/2010 17:45,1.50000,ppm,R
CT6,CO,19/03/2010 18:00,2.00000,ppm,R
CT6,CO,19/03/2010 18:15,1.80000,ppm,R
CT6,CO,19/03/2010 18:30,1.50000,ppm,R
CT6,CO,19/03/2010 18:45,0.90000,ppm,R
CT6,CO,19/03/2010 19:00,1.30000,ppm,R
CT6,CO,19/03/2010 19:15,1.00000,ppm,R
CT6,CO,19/03/2010 19:30,0.40000,ppm,R
CT6,CO,19/03/2010 19:45,0.80000,ppm,R
CT6,CO,19/03/2010 20:00,0.30000,ppm,R
CT6,CO,19/03/2010 20:15,0.20000,ppm,R
CT6,CO,19/03/2010 20:30,0.20000,ppm,R
CT6,CO,19/03/2010 20:45,0.10000,ppm,R
CT6,CO,19/03/2010 21:00,0.10000,ppm,R
CT6,CO,19/03/2010 21:15,0.10000,ppm,R
CT6,CO,19/03/2010 21:30,0.20000,ppm,R
CT6,CO,19/03/2010 21:45,0.10000,ppm,R
CT6,CO,19/03/2010 22:00,0.10000,ppm,R
CT6,CO,19/03/2010 22:15,0.10000,ppm,R
CT6,CO,19/03/2010 22:30,0.10000,ppm,R
CT6,CO,19/03/2010 22:45,0.10000,ppm,R
CT6,CO,19/03/2010 23:00,0.10000,ppm,R
CT6,CO,19/03/2010 23:15,0.10000,ppm,R
CT6,CO,19/03/2010 23:30,0.10000,ppm,R
CT6,CO,19/03/2010 23:45,0.10000,ppm,R
CT6,CO,20/03/2010 00:00,0.10000,ppm,R
CT6,CO,20/03/2010 00:15,0.10000,ppm,R
CT6,CO,20/03/2010 00:30,0.10000,ppm,R
CT6,CO,20/03/2010 00:45,,ppm,R
CT6,CO,20/03/2010 01:00,,ppm,R
CT6,CO,20/03/2010 01:15,0.10000,ppm,R
CT6,CO,20/03/2010 01:30,0.10000,ppm,R
CT6,CO,20/03/2010 01:45,0.10000,ppm,R
CT6,CO,20/03/2010 02:00,0.10000,ppm,R
CT6,CO,20/03/2010 02:15,0.10000,ppm,R
CT6,CO,20/03/2010 02:30,0.10000,ppm,R
CT6,CO,20/03/2010 02:45,0.10000,ppm,R
CT6,CO,20/03/2010 03:00,0.10000,ppm,R
CT6,CO,20/03/2010 03:15,0.10000,ppm,R
CT6,CO,20/03/2010 03:30,0.10000,ppm,R
CT6,CO,20/03/2010 03:45,0.10000,ppm,R
CT6,CO,20/03/2010 04:00,0.10000,ppm,R
CT6,CO,20/03/2010 04:15,0.10000,ppm,R
CT6,CO,20/03/2010 04:30,0.10000,ppm,R
CT6,CO,20/03/2010 04:45,0.10000,ppm,R
CT6,CO,20/03/2010 05:00,0.10000,ppm,R
CT6,CO,20/03/2010 05:15,0.10000,ppm,R
CT6,CO,20/03/2010 05:30,0.10000,ppm,R
CT6,CO,20/03/2010 05:45,0.10000,ppm,R
CT6,CO,20/03/2010 06:00,0.20000,ppm,R
CT6,CO,20/03/2010 06:15,0.10000,ppm,R
CT6,CO,20/03/2010 06:30,0.10000,ppm,R
CT6,CO,20/03/2010 06:45,0.10000,ppm,R
CT6,CO,20/03/2010 07:00,0.30000,ppm,R
CT6,CO,20/03/2010 07:15,0.30000,ppm,R
CT6,CO,20/03/2010 07:30,0.30000,ppm,R
CT6,CO,20/03/2010 07:45,0.20000,ppm,R
CT6,CO,20/03/2010 08:00,0.10000,ppm,R
CT6,CO,20/03/2010 08:15,0.10000,ppm,R
CT6,CO,20/03/2010 08:30,0.20000,ppm,R
CT6,CO,20/03/2010 08:45,0.30000,ppm,R
CT6,CO,20/03/2010 09:00,0.30000,ppm,R
CT6,CO,20/03/2010 09:15,0.10000,ppm,R
CT6,CO,20/03/2010 09:30,0.20000,ppm,R
CT6,CO,20/03/2010 09:45,0.10000,ppm,R
CT6,CO,20/03/2010 10:00,0.30000,ppm,R
CT6,CO,20/03/2010 10:15,0.10000,ppm,R
CT6,CO,20/03/2010 10:30,0.10000,ppm,R
CT6,CO,20/03/2010 10:45,0.10000,ppm,R
CT6,CO,20/03/2010 11:00,0.10000,ppm,R
CT6,CO,20/03/2010 11:15,0.20000,ppm,R
CT6,CO,20/03/2010 11:30,0.10000,ppm,R
CT6,CO,20/03/2010 11:45,0.20000,ppm,R
CT6,CO,20/03/2010 12:00,0.10000,ppm,R
CT6,CO,20/03/2010 12:15,0.20000,ppm,R
CT6,CO,20/03/2010 12:30,0.20000,ppm,R
CT6,CO,20/03/2010 12:45,0.10000,ppm,R
CT6,CO,20/03/2010 13:00,0.20000,ppm,R
CT6,CO,20/03/2010 13:15,0.30000,ppm,R
CT6,CO,20/03/2010 13:30,0.10000,ppm,R
CT6,CO,20/03/2010 13:45,0.10000,ppm,R
CT6,CO,20/03/2010 14:00,0.30000,ppm,R
CT6,CO,20/03/2010 14:15,0.10000,ppm,R
CT6,CO,20/03/2010 14:30,0.10000,ppm,R
CT6,CO,20/03/2010 14:45,0.20000,ppm,R
CT6,CO,20/03/2010 15:00,0.10000,ppm,R
CT6,CO,20/03/2010 15:15,0.10000,ppm,R
CT6,CO,20/03/2010 15:30,0.10000,ppm,R
CT6,CO,20/03/2010 15:45,0.10000,ppm,R
CT6,CO,20/03/2010 16:00,0.20000,ppm,R
CT6,CO,20/03/2010 16:15,0.10000,ppm,R
CT6,CO,20/03/2010 16:30,0.10000,ppm,R
CT6,CO,20/03/2010 16:45,0.10000,ppm,R
CT6,CO,20/03/2010 17:00,0.10000,ppm,R
CT6,CO,20/03/2010 17:15,0.10000,ppm,R
CT6,CO,20/03/2010 17:30,0.20000,ppm,R
CT6,CO,20/03/2010 17:45,0.10000,ppm,R
CT6,CO,20/03/2010 18:00,0.50000,ppm,R
CT6,CO,20/03/2010 18:15,0.20000,ppm,R
CT6,CO,20/03/2010 18:30,0.10000,ppm,R
CT6,CO,20/03/2010 18:45,0.20000,ppm,R
CT6,CO,20/03/2010 19:00,0.10000,ppm,R
CT6,CO,20/03/2010 19:15,0.10000,ppm,R
CT6,CO,20/03/2010 19:30,0.10000,ppm,R
CT6,CO,20/03/2010 19:45,0.30000,ppm,R
CT6,CO,20/03/2010 20:00,0.20000,ppm,R
CT6,CO,20/03/2010 20:15,0.10000,ppm,R
CT6,CO,20/03/2010 20:30,0.20000,ppm,R
CT6,CO,20/03/2010 20:45,0.20000,ppm,R
CT6,CO,20/03/2010 21:00,0.10000,ppm,R
CT6,CO,20/03/2010 21:15,0.30000,ppm,R
CT6,CO,20/03/2010 21:30,0.20000,ppm,R
CT6,CO,20/03/2010 21:45,0.10000,ppm,R
CT6,CO,20/03/2010 22:00,0.10000,ppm,R
CT6,CO,20/03/2010 22:15,0.10000,ppm,R
CT6,CO,20/03/2010 22:30,0.10000,ppm,R
CT6,CO,20/03/2010 22:45,0.10000,ppm,R
CT6,CO,20/03/2010 23:00,0.10000,ppm,R
CT6,CO,20/03/2010 23:15,0.10000,ppm,R
CT6,CO,20/03/2010 23:30,0.10000,ppm,R
CT6,CO,20/03/2010 23:45,0.10000,ppm,R
CT6,CO,21/03/2010 00:00,0.10000,ppm,R
CT6,CO,21/03/2010 00:15,0.10000,ppm,R
CT6,CO,21/03/2010 00:30,0.10000,ppm,R
CT6,CO,21/03/2010 00:45,,ppm,R
CT6,CO,21/03/2010 01:00,,ppm,R
CT6,CO,21/03/2010 01:15,0.10000,ppm,R
CT6,CO,21/03/2010 01:30,0.10000,ppm,R
CT6,CO,21/03/2010 01:45,0.10000,ppm,R
CT6,CO,21/03/2010 02:00,0.10000,ppm,R
CT6,CO,21/03/2010 02:15,0.10000,ppm,R
CT6,CO,21/03/2010 02:30,0.10000,ppm,R
CT6,CO,21/03/2010 02:45,0.10000,ppm,R
CT6,CO,21/03/2010 03:00,0.10000,ppm,R
CT6,CO,21/03/2010 03:15,0.10000,ppm,R
CT6,CO,21/03/2010 03:30,0.10000,ppm,R
CT6,CO,21/03/2010 03:45,0.10000,ppm,R
CT6,CO,21/03/2010 04:00,0.10000,ppm,R
CT6,CO,21/03/2010 04:15,0.10000,ppm,R
CT6,CO,21/03/2010 04:30,0.10000,ppm,R
CT6,CO,21/03/2010 04:45,0.10000,ppm,R
CT6,CO,21/03/2010 05:00,0.10000,ppm,R
CT6,CO,21/03/2010 05:15,0.10000,ppm,R
CT6,CO,21/03/2010 05:30,0.10000,ppm,R
CT6,CO,21/03/2010 05:45,0.10000,ppm,R
CT6,CO,21/03/2010 06:00,0.10000,ppm,R
CT6,CO,21/03/2010 06:15,0.10000,ppm,R
CT6,CO,21/03/2010 06:30,0.20000,ppm,R
CT6,CO,21/03/2010 06:45,0.20000,ppm,R
CT6,CO,21/03/2010 07:00,0.10000,ppm,R
CT6,CO,21/03/2010 07:15,0.10000,ppm,R
CT6,CO,21/03/2010 07:30,0.10000,ppm,R
CT6,CO,21/03/2010 07:45,0.10000,ppm,R
CT6,CO,21/03/2010 08:00,0.10000,ppm,R
CT6,CO,21/03/2010 08:15,0.10000,ppm,R
CT6,CO,21/03/2010 08:30,0.10000,ppm,R
CT6,CO,21/03/2010 08:45,0.10000,ppm,R
CT6,CO,21/03/2010 09:00,0.10000,ppm,R
CT6,CO,21/03/2010 09:15,0.10000,ppm,R
CT6,CO,21/03/2010 09:30,0.10000,ppm,R
CT6,CO,21/03/2010 09:45,0.10000,ppm,R
CT6,CO,21/03/2010 10:00,0.20000,ppm,R
CT6,CO,21/03/2010 10:15,0.20000,ppm,R
CT6,CO,21/03/2010 10:30,1.10000,ppm,R
CT6,CO,21/03/2010 10:45,0.60000,ppm,R
CT6,CO,21/03/2010 11:00,0.60000,ppm,R
CT6,CO,21/03/2010 11:15,0.40000,ppm,R
CT6,CO,21/03/2010 11:30,0.50000,ppm,R
CT6,CO,21/03/2010 11:45,0.50000,ppm,R
CT6,CO,21/03/2010 12:00,0.40000,ppm,R
CT6,CO,21/03/2010 12:15,0.60000,ppm,R
CT6,CO,21/03/2010 12:30,0.20000,ppm,R
CT6,CO,21/03/2010 12:45,0.80000,ppm,R
CT6,CO,21/03/2010 13:00,0.30000,ppm,R
CT6,CO,21/03/2010 13:15,0.40000,ppm,R
CT6,CO,21/03/2010 13:30,0.30000,ppm,R
CT6,CO,21/03/2010 13:45,0.60000,ppm,R
CT6,CO,21/03/2010 14:00,0.20000,ppm,R
CT6,CO,21/03/2010 14:15,0.60000,ppm,R
CT6,CO,21/03/2010 14:30,0.50000,ppm,R
CT6,CO,21/03/2010 14:45,0.50000,ppm,R
CT6,CO,21/03/2010 15:00,0.40000,ppm,R
CT6,CO,21/03/2010 15:15,0.40000,ppm,R
CT6,CO,21/03/2010 15:30,0.50000,ppm,R
CT6,CO,21/03/2010 15:45,0.50000,ppm,R
CT6,CO,21/03/2010 16:00,0.40000,ppm,R
CT6,CO,21/03/2010 16:15,0.30000,ppm,R
CT6,CO,21/03/2010 16:30,0.20000,ppm,R
CT6,CO,21/03/2010 16:45,0.50000,ppm,R
CT6,CO,21/03/2010 17:00,0.30000,ppm,R
CT6,CO,21/03/2010 17:15,0.20000,ppm,R
CT6,CO,21/03/2010 17:30,0.50000,ppm,R
CT6,CO,21/03/2010 17:45,0.50000,ppm,R
CT6,CO,21/03/2010 18:00,0.30000,ppm,R
CT6,CO,21/03/2010 18:15,0.20000,ppm,R
CT6,CO,21/03/2010 18:30,0.70000,ppm,R
CT6,CO,21/03/2010 18:45,0.20000,ppm,R
CT6,CO,21/03/2010 19:00,0.40000,ppm,R
CT6,CO,21/03/2010 19:15,0.30000,ppm,R
CT6,CO,21/03/2010 19:30,0.40000,ppm,R
CT6,CO,21/03/2010 19:45,0.40000,ppm,R
CT6,CO,21/03/2010 20:00,0.20000,ppm,R
CT6,CO,21/03/2010 20:15,0.10000,ppm,R
CT6,CO,21/03/2010 20:30,0.10000,ppm,R
CT6,CO,21/03/2010 20:45,0.10000,ppm,R
CT6,CO,21/03/2010 21:00,0.10000,ppm,R
CT6,CO,21/03/2010 21:15,0.30000,ppm,R
CT6,CO,21/03/2010 21:30,0.10000,ppm,R
CT6,CO,21/03/2010 21:45,0.10000,ppm,R
CT6,CO,21/03/2010 22:00,0.20000,ppm,R
CT6,CO,21/03/2010 22:15,0.10000,ppm,R
CT6,CO,21/03/2010 22:30,0.20000,ppm,R
CT6,CO,21/03/2010 22:45,0.20000,ppm,R
CT6,CO,21/03/2010 23:00,0.20000,ppm,R
CT6,CO,21/03/2010 23:15,0.20000,ppm,R
CT6,CO,21/03/2010 23:30,0.20000,ppm,R
CT6,CO,21/03/2010 23:45,0.30000,ppm,R
CT6,CO,22/03/2010 00:00,0.30000,ppm,R
CT6,CO,22/03/2010 00:15,0.20000,ppm,R
CT6,CO,22/03/2010 00:30,0.60000,ppm,R
CT6,CO,22/03/2010 00:45,,ppm,R
CT6,CO,22/03/2010 01:00,,ppm,R
CT6,CO,22/03/2010 01:15,0.10000,ppm,R
CT6,CO,22/03/2010 01:30,0.10000,ppm,R
CT6,CO,22/03/2010 01:45,0.10000,ppm,R
CT6,CO,22/03/2010 02:00,0.10000,ppm,R
CT6,CO,22/03/2010 02:15,0.10000,ppm,R
CT6,CO,22/03/2010 02:30,0.10000,ppm,R
CT6,CO,22/03/2010 02:45,0.10000,ppm,R
CT6,CO,22/03/2010 03:00,0.20000,ppm,R
CT6,CO,22/03/2010 03:15,0.10000,ppm,R
CT6,CO,22/03/2010 03:30,0.10000,ppm,R
CT6,CO,22/03/2010 03:45,0.10000,ppm,R
CT6,CO,22/03/2010 04:00,0.10000,ppm,R
CT6,CO,22/03/2010 04:15,0.10000,ppm,R
CT6,CO,22/03/2010 04:30,0.10000,ppm,R
CT6,CO,22/03/2010 04:45,0.10000,ppm,R
CT6,CO,22/03/2010 05:00,0.10000,ppm,R
CT6,CO,22/03/2010 05:15,0.10000,ppm,R
CT6,CO,22/03/2010 05:30,0.10000,ppm,R
CT6,CO,22/03/2010 05:45,0.40000,ppm,R
CT6,CO,22/03/2010 06:00,0.30000,ppm,R
CT6,CO,22/03/2010 06:15,0.60000,ppm,R
CT6,CO,22/03/2010 06:30,0.80000,ppm,R
CT6,CO,22/03/2010 06:45,1.10000,ppm,R
CT6,CO,22/03/2010 07:00,1.30000,ppm,R
CT6,CO,22/03/2010 07:15,1.20000,ppm,R
CT6,CO,22/03/2010 07:30,1.50000,ppm,R
CT6,CO,22/03/2010 07:45,1.40000,ppm,R
CT6,CO,22/03/2010 08:00,1.40000,ppm,R
CT6,CO,22/03/2010 08:15,1.30000,ppm,R
CT6,CO,22/03/2010 08:30,1.30000,ppm,R
CT6,CO,22/03/2010 08:45,1.20000,ppm,R
CT6,CO,22/03/2010 09:00,0.80000,ppm,R
CT6,CO,22/03/2010 09:15,0.70000,ppm,R
CT6,CO,22/03/2010 09:30,0.70000,ppm,R
CT6,CO,22/03/2010 09:45,0.80000,ppm,R
CT6,CO,22/03/2010 10:00,0.50000,ppm,R
CT6,CO,22/03/2010 10:15,0.60000,ppm,R
CT6,CO,22/03/2010 10:30,0.60000,ppm,R
CT6,CO,22/03/2010 10:45,0.30000,ppm,R
CT6,CO,22/03/2010 11:00,0.40000,ppm,R
CT6,CO,22/03/2010 11:15,0.40000,ppm,R
CT6,CO,22/03/2010 11:30,0.20000,ppm,R
CT6,CO,22/03/2010 11:45,0.20000,ppm,R
CT6,CO,22/03/2010 12:00,0.30000,ppm,R
CT6,CO,22/03/2010 12:15,0.20000,ppm,R
CT6,CO,22/03/2010 12:30,0.40000,ppm,R
CT6,CO,22/03/2010 12:45,0.40000,ppm,R
CT6,CO,22/03/2010 13:00,1.10000,ppm,R
CT6,CO,22/03/2010 13:15,0.20000,ppm,R
CT6,CO,22/03/2010 13:30,0.40000,ppm,R
CT6,CO,22/03/2010 13:45,0.20000,ppm,R
CT6,CO,22/03/2010 14:00,0.30000,ppm,R
CT6,CO,22/03/2010 14:15,0.20000,ppm,R
CT6,CO,22/03/2010 14:30,0.20000,ppm,R
CT6,CO,22/03/2010 14:45,0.20000,ppm,R
CT6,CO,22/03/2010 15:00,0.20000,ppm,R
CT6,CO,22/03/2010 15:15,0.30000,ppm,R
CT6,CO,22/03/2010 15:30,0.20000,ppm,R
CT6,CO,22/03/2010 15:45,0.30000,ppm,R
CT6,CO,22/03/2010 16:00,0.50000,ppm,R
CT6,CO,22/03/2010 16:15,0.50000,ppm,R
CT6,CO,22/03/2010 16:30,0.50000,ppm,R
CT6,CO,22/03/2010 16:45,0.50000,ppm,R
CT6,CO,22/03/2010 17:00,0.90000,ppm,R
CT6,CO,22/03/2010 17:15,0.70000,ppm,R
CT6,CO,22/03/2010 17:30,1.00000,ppm,R
CT6,CO,22/03/2010 17:45,0.70000,ppm,R
CT6,CO,22/03/2010 18:00,1.20000,ppm,R
CT6,CO,22/03/2010 18:15,1.20000,ppm,R
CT6,CO,22/03/2010 18:30,1.40000,ppm,R
CT6,CO,22/03/2010 18:45,1.70000,ppm,R
CT6,CO,22/03/2010 19:00,1.00000,ppm,R
CT6,CO,22/03/2010 19:15,1.10000,ppm,R
CT6,CO,22/03/2010 19:30,0.60000,ppm,R
CT6,CO,22/03/2010 19:45,0.70000,ppm,R
CT6,CO,22/03/2010 20:00,0.40000,ppm,R
CT6,CO,22/03/2010 20:15,0.40000,ppm,R
CT6,CO,22/03/2010 20:30,0.30000,ppm,R
CT6,CO,22/03/2010 20:45,0.10000,ppm,R
CT6,CO,22/03/2010 21:00,0.20000,ppm,R
CT6,CO,22/03/2010 21:15,0.20000,ppm,R
CT6,CO,22/03/2010 21:30,0.20000,ppm,R
CT6,CO,22/03/2010 21:45,0.20000,ppm,R
CT6,CO,22/03/2010 22:00,0.20000,ppm,R
CT6,CO,22/03/2010 22:15,0.20000,ppm,R
CT6,CO,22/03/2010 22:30,0.10000,ppm,R
CT6,CO,22/03/2010 22:45,0.10000,ppm,R
CT6,CO,22/03/2010 23:00,0.10000,ppm,R
CT6,CO,22/03/2010 23:15,0.10000,ppm,R
CT6,CO,22/03/2010 23:30,0.10000,ppm,R
CT6,CO,22/03/2010 23:45,0.10000,ppm,R
CT6,CO,23/03/2010 00:00,0.10000,ppm,R
CT6,CO,23/03/2010 00:15,0.10000,ppm,R
CT6,CO,23/03/2010 00:30,0.10000,ppm,R
CT6,CO,23/03/2010 00:45,,ppm,R
CT6,CO,23/03/2010 01:00,,ppm,R
CT6,CO,23/03/2010 01:15,0.20000,ppm,R
CT6,CO,23/03/2010 01:30,0.10000,ppm,R
CT6,CO,23/03/2010 01:45,0.10000,ppm,R
CT6,CO,23/03/2010 02:00,0.10000,ppm,R
CT6,CO,23/03/2010 02:15,0.10000,ppm,R
CT6,CO,23/03/2010 02:30,0.10000,ppm,R
CT6,CO,23/03/2010 02:45,0.10000,ppm,R
CT6,CO,23/03/2010 03:00,0.10000,ppm,R
CT6,CO,23/03/2010 03:15,0.10000,ppm,R
CT6,CO,23/03/2010 03:30,0.10000,ppm,R
CT6,CO,23/03/2010 03:45,0.10000,ppm,R
CT6,CO,23/03/2010 04:00,0.10000,ppm,R
CT6,CO,23/03/2010 04:15,0.10000,ppm,R
CT6,CO,23/03/2010 04:30,0.10000,ppm,R
CT6,CO,23/03/2010 04:45,0.20000,ppm,R
CT6,CO,23/03/2010 05:00,0.10000,ppm,R
CT6,CO,23/03/2010 05:15,0.20000,ppm,R
CT6,CO,23/03/2010 05:30,0.20000,ppm,R
CT6,CO,23/03/2010 05:45,0.40000,ppm,R
CT6,CO,23/03/2010 06:00,0.50000,ppm,R
CT6,CO,23/03/2010 06:15,0.90000,ppm,R
CT6,CO,23/03/2010 06:30,1.40000,ppm,R
CT6,CO,23/03/2010 06:45,1.30000,ppm,R
CT6,CO,23/03/2010 07:00,1.60000,ppm,R
CT6,CO,23/03/2010 07:15,2.00000,ppm,R
CT6,CO,23/03/2010 07:30,1.70000,ppm,R
CT6,CO,23/03/2010 07:45,1.30000,ppm,R
CT6,CO,23/03/2010 08:00,1.40000,ppm,R
CT6,CO,23/03/2010 08:15,2.70000,ppm,R
CT6,CO,23/03/2010 08:30,2.00000,ppm,R
CT6,CO,23/03/2010 08:45,2.30000,ppm,R
CT6,CO,23/03/2010 09:00,2.20000,ppm,R
CT6,CO,23/03/2010 09:15,1.70000,ppm,R
CT6,CO,23/03/2010 09:30,1.70000,ppm,R
CT6,CO,23/03/2010 09:45,1.90000,ppm,R
CT6,CO,23/03/2010 10:00,1.50000,ppm,R
CT6,CO,23/03/2010 10:15,1.20000,ppm,R
CT6,CO,23/03/2010 10:30,1.50000,ppm,R
CT6,CO,23/03/2010 10:45,0.90000,ppm,R
CT6,CO,23/03/2010 11:00,0.60000,ppm,R
CT6,CO,23/03/2010 11:15,0.50000,ppm,R
CT6,CO,23/03/2010 11:30,0.70000,ppm,R
CT6,CO,23/03/2010 11:45,0.80000,ppm,R
CT6,CO,23/03/2010 12:00,0.70000,ppm,R
CT6,CO,23/03/2010 12:15,0.50000,ppm,R
CT6,CO,23/03/2010 12:30,0.60000,ppm,R
CT6,CO,23/03/2010 12:45,0.50000,ppm,R
CT6,CO,23/03/2010 13:00,0.60000,ppm,R
CT6,CO,23/03/2010 13:15,0.60000,ppm,R
CT6,CO,23/03/2010 13:30,0.60000,ppm,R
CT6,CO,23/03/2010 13:45,0.60000,ppm,R
CT6,CO,23/03/2010 14:00,0.60000,ppm,R
CT6,CO,23/03/2010 14:15,0.40000,ppm,R
CT6,CO,23/03/2010 14:30,0.50000,ppm,R
CT6,CO,23/03/2010 14:45,0.50000,ppm,R
CT6,CO,23/03/2010 15:00,0.70000,ppm,R
CT6,CO,23/03/2010 15:15,1.00000,ppm,R
CT6,CO,23/03/2010 15:30,0.60000,ppm,R
CT6,CO,23/03/2010 15:45,0.70000,ppm,R
CT6,CO,23/03/2010 16:00,0.80000,ppm,R
CT6,CO,23/03/2010 16:15,1.10000,ppm,R
CT6,CO,23/03/2010 16:30,1.10000,ppm,R
CT6,CO,23/03/2010 16:45,1.40000,ppm,R
CT6,CO,23/03/2010 17:00,1.50000,ppm,R
CT6,CO,23/03/2010 17:15,1.70000,ppm,R
CT6,CO,23/03/2010 17:30,1.30000,ppm,R
CT6,CO,23/03/2010 17:45,2.00000,ppm,R
CT6,CO,23/03/2010 18:00,2.10000,ppm,R
CT6,CO,23/03/2010 18:15,1.60000,ppm,R
CT6,CO,23/03/2010 18:30,1.70000,ppm,R
CT6,CO,23/03/2010 18:45,1.80000,ppm,R
CT6,CO,23/03/2010 19:00,1.70000,ppm,R
CT6,CO,23/03/2010 19:15,1.30000,ppm,R
CT6,CO,23/03/2010 19:30,1.00000,ppm,R
CT6,CO,23/03/2010 19:45,0.70000,ppm,R
CT6,CO,23/03/2010 20:00,0.90000,ppm,R
CT6,CO,23/03/2010 20:15,0.60000,ppm,R
CT6,CO,23/03/2010 20:30,0.50000,ppm,R
CT6,CO,23/03/2010 20:45,0.20000,ppm,R
CT6,CO,23/03/2010 21:00,0.20000,ppm,R
CT6,CO,23/03/2010 21:15,0.30000,ppm,R
